행정구역별,산업별,종사자규모별,항목,단위,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
경기도,건설업(41~42),100 - 299명,종사자수,명,19339,18815,17450,17776,20695,25468,27798,32149,37691,35386
경기도,건설업(41~42),300 - 499명,사업체수,개,15,18,9,16,16,24,28,31,29,32
경기도,건설업(41~42),300 - 499명,종사자수,명,5605,6676,3328,6187,6193,9875,10352,11636,11024,11788
경기도,건설업(41~42),500 - 999명,사업체수,개,8,8,7,6,8,12,15,18,17,20
경기도,건설업(41~42),500 - 999명,종사자수,명,5524,5093,4398,3447,4823,7746,9537,11073,10790,12829
경기도,건설업(41~42),1000명 이상,사업체수,개,1,1,0,0,2,2,4,2,1,1
경기도,건설업(41~42),1000명 이상,종사자수,명,0,0,0,0,0,0,9171,0,0,0
경기도,도매 및 소매업(45~47),계,사업체수,개,157468,166126,174971,180550,191429,198080,201592,204601,209233,212226
경기도,도매 및 소매업(45~47),계,종사자수,명,508473,537214,566129,598720,637416,663891,686330,701193,735964,742267
경기도,도매 및 소매업(45~47),1 - 4명,사업체수,개,137894,144609,150957,154811,163162,168433,170400,172102,173708,176931
경기도,도매 및 소매업(45~47),1 - 4명,종사자수,명,264476,278120,288166,297002,312571,323021,326869,334708,334250,344412
경기도,도매 및 소매업(45~47),5 - 9명,사업체수,개,12511,14033,16455,17518,19504,20560,21648,22986,24958,24592
경기도,도매 및 소매업(45~47),5 - 9명,종사자수,명,79790,89991,103166,109557,122006,128019,134704,143033,156548,152433
경기도,도매 및 소매업(45~47),10 - 19명,사업체수,개,4771,5150,5068,5517,6009,6143,6475,6443,7232,7238
경기도,도매 및 소매업(45~47),10 - 19명,종사자수,명,62420,67317,66664,72102,78618,79485,84191,83381,93495,93912
경기도,도매 및 소매업(45~47),20 - 49명,사업체수,개,1792,1883,1996,2148,2169,2306,2392,2393,2630,2755
경기도,도매 및 소매업(45~47),20 - 49명,종사자수,명,49483,52710,56116,59812,61084,65069,67408,67793,74256,78164
경기도,도매 및 소매업(45~47),50 - 99명,사업체수,개,322,283,315,348,382,400,440,442,481,489
경기도,도매 및 소매업(45~47),50 - 99명,종사자수,명,21925,19883,21369,22754,25753,26704,29588,29469,32121,32831
경기도,도매 및 소매업(45~47),100 - 299명,사업체수,개,162,153,168,195,185,222,212,210,197,198
경기도,도매 및 소매업(45~47),100 - 299명,종사자수,명,23565,22906,25078,30689,28675,34206,32017,31436,29294,29958
경기도,도매 및 소매업(45~47),300 - 499명,사업체수,개,15,14,9,10,14,12,21,20,20,19
경기도,도매 및 소매업(45~47),300 - 499명,종사자수,명,5603,5197,3588,3791,5164,4632,7678,7355,7577,7366
경기도,도매 및 소매업(45~47),500 - 999명,사업체수,개,0,0,3,2,3,4,2,4,3,3
경기도,도매 및 소매업(45~47),500 - 999명,종사자수,명,0,0,1982,0,1761,2755,0,2968,1856,2147
경기도,도매 및 소매업(45~47),1000명 이상,사업체수,개,1,1,0,1,1,0,2,1,4,1
경기도,도매 및 소매업(45~47),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,6567,0
경기도,운수 및 창고업(49~52),계,사업체수,개,69752,74408,76548,80280,81965,82317,84762,85870,90679,94190
경기도,운수 및 창고업(49~52),계,종사자수,명,191326,197922,203674,212140,221695,227059,235783,237171,250124,263440
경기도,운수 및 창고업(49~52),1 - 4명,사업체수,개,66237,70690,72506,75917,77127,77580,79569,80591,85108,88634
경기도,운수 및 창고업(49~52),1 - 4명,종사자수,명,71629,76332,77865,81563,83541,83544,85448,86466,91177,96402
경기도,운수 및 창고업(49~52),5 - 9명,사업체수,개,1232,1388,1630,1728,1963,1812,2020,2070,2262,2180
경기도,운수 및 창고업(49~52),5 - 9명,종사자수,명,8122,9158,10424,11190,12612,12193,13350,13627,14863,14103
경기도,운수 및 창고업(49~52),10 - 19명,사업체수,개,879,902,934,1060,1169,1127,1390,1367,1371,1408
경기도,운수 및 창고업(49~52),10 - 19명,종사자수,명,11944,12200,12498,14150,15626,15238,18533,18099,18139,18786
경기도,운수 및 창고업(49~52),20 - 49명,사업체수,개,832,849,855,924,1021,1086,1029,1072,1131,1152
경기도,운수 및 창고업(49~52),20 - 49명,종사자수,명,25897,25439,25955,27769,30962,32610,31593,32772,34818,35435
경기도,운수 및 창고업(49~52),50 - 99명,사업체수,개,326,319,355,391,417,443,461,482,514,522
경기도,운수 및 창고업(49~52),50 - 99명,종사자수,명,23483,22573,25201,27504,29100,30738,32167,32520,34656,35710
경기도,운수 및 창고업(49~52),100 - 299명,사업체수,개,215,228,239,232,241,239,264,260,265,267
경기도,운수 및 창고업(49~52),100 - 299명,종사자수,명,33897,34951,36418,35350,36869,37613,40243,40102,40748,43276
경기도,운수 및 창고업(49~52),300 - 499명,사업체수,개,20,18,17,16,18,18,18,19,16,11
경기도,운수 및 창고업(49~52),300 - 499명,종사자수,명,7766,6658,6312,6087,6625,6810,6779,7154,6066,3737
경기도,운수 및 창고업(49~52),500 - 999명,사업체수,개,9,12,11,11,8,11,10,9,10,13
경기도,운수 및 창고업(49~52),500 - 999명,종사자수,명,6433,8432,7896,7389,5258,7221,6555,6431,7119,8935
경기도,운수 및 창고업(49~52),1000명 이상,사업체수,개,2,2,1,1,1,1,1,0,2,3
경기도,운수 및 창고업(49~52),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,7056
경기도,숙박 및 음식점업(55~56),계,사업체수,개,123232,128176,131545,134425,138533,140235,145544,149870,154477,160465
경기도,숙박 및 음식점업(55~56),계,종사자수,명,356053,376194,389016,409565,428925,439880,453998,471850,503155,518752
경기도,숙박 및 음식점업(55~56),1 - 4명,사업체수,개,111193,114296,114659,116340,118907,119025,123534,126409,127546,131288
경기도,숙박 및 음식점업(55~56),1 - 4명,종사자수,명,244843,252057,247018,254003,260236,254857,266464,279822,281227,290894
경기도,숙박 및 음식점업(55~56),5 - 9명,사업체수,개,9257,10823,13736,14552,15836,16994,17752,19256,21691,23755
경기도,숙박 및 음식점업(55~56),5 - 9명,종사자수,명,58067,68450,83707,89289,97263,104626,108964,117642,134027,140690
경기도,숙박 및 음식점업(55~56),10 - 19명,사업체수,개,2101,2411,2449,2713,2973,3263,3320,3351,4306,4528
경기도,숙박 및 음식점업(55~56),10 - 19명,종사자수,명,26700,30368,30949,34162,37407,40980,41494,41620,53746,55291
경기도,숙박 및 음식점업(55~56),20 - 49명,사업체수,개,554,532,568,675,655,713,730,715,805,757
경기도,숙박 및 음식점업(55~56),20 - 49명,종사자수,명,15686,15462,16183,19482,19107,20112,20682,20680,22500,20729
경기도,숙박 및 음식점업(55~56),50 - 99명,사업체수,개,107,88,107,115,133,194,175,114,105,113
경기도,숙박 및 음식점업(55~56),50 - 99명,종사자수,명,7105,5852,7104,7715,9037,12946,11195,7121,6668,7175
경기도,숙박 및 음식점업(55~56),100 - 299명,사업체수,개,17,25,24,27,27,45,31,22,21,22
경기도,숙박 및 음식점업(55~56),100 - 299명,종사자수,명,2513,3525,3381,3700,4310,6026,4535,3440,3200,3219
경기도,숙박 및 음식점업(55~56),300 - 499명,사업체수,개,3,1,2,2,0,1,2,2,2,2
경기도,숙박 및 음식점업(55~56),300 - 499명,종사자수,명,1139,0,0,0,0,0,0,0,0,0
경기도,숙박 및 음식점업(55~56),500 - 999명,사업체수,개,0,0,0,1,2,0,0,1,0,0
경기도,숙박 및 음식점업(55~56),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
경기도,숙박 및 음식점업(55~56),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,1,0
경기도,숙박 및 음식점업(55~56),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
경기도,정보통신업(58~63),계,사업체수,개,3477,3861,4620,5077,5910,6362,6600,6751,7117,7750
경기도,정보통신업(58~63),계,종사자수,명,60373,63797,72277,83329,88679,95219,101107,107991,114719,117021
경기도,정보통신업(58~63),1 - 4명,사업체수,개,1800,2043,2637,2873,3453,3725,3821,3980,4180,4922
경기도,정보통신업(58~63),1 - 4명,종사자수,명,4179,4713,5658,6048,7261,7782,8009,8133,8575,10014
경기도,정보통신업(58~63),5 - 9명,사업체수,개,755,854,925,993,1132,1234,1280,1261,1375,1295
경기도,정보통신업(58~63),5 - 9명,종사자수,명,4888,5567,5961,6472,7307,7937,8312,8179,8939,8330
경기도,정보통신업(58~63),10 - 19명,사업체수,개,428,450,474,554,630,656,701,684,721,657
경기도,정보통신업(58~63),10 - 19명,종사자수,명,5703,5982,6337,7292,8383,8734,9250,9033,9554,8700
경기도,정보통신업(58~63),20 - 49명,사업체수,개,290,299,337,374,399,431,483,484,496,514
경기도,정보통신업(58~63),20 - 49명,종사자수,명,8801,9310,10250,11385,11926,12955,14683,14602,15042,15370
경기도,정보통신업(58~63),50 - 99명,사업체수,개,111,114,124,141,155,163,150,163,164,175
경기도,정보통신업(58~63),50 - 99명,종사자수,명,7484,7888,8630,9897,10864,11365,10623,11116,11497,11792
경기도,정보통신업(58~63),100 - 299명,사업체수,개,75,83,98,105,108,113,128,135,136,135
경기도,정보통신업(58~63),100 - 299명,종사자수,명,12807,14147,16549,16778,17564,18390,20868,22300,23151,22544
경기도,정보통신업(58~63),300 - 499명,사업체수,개,11,7,15,25,18,24,23,27,24,30
경기도,정보통신업(58~63),300 - 499명,종사자수,명,4065,2397,5522,9375,6570,8696,8447,9845,9063,11378
경기도,정보통신업(58~63),500 - 999명,사업체수,개,3,6,5,4,9,9,7,8,13,15
경기도,정보통신업(58~63),500 - 999명,종사자수,명,2604,3911,3770,2943,6705,6279,4951,5325,9356,10299
경기도,정보통신업(58~63),1000명 이상,사업체수,개,4,5,5,8,6,7,7,9,8,7
경기도,정보통신업(58~63),1000명 이상,종사자수,명,9842,9882,9600,13139,12099,13081,15964,19458,19542,18594
경기도,금융 및 보험업(64~66),계,사업체수,개,6402,6695,6831,6845,6869,6785,6946,7118,7208,7213
경기도,금융 및 보험업(64~66),계,종사자수,명,98717,103433,105115,105656,103393,105179,104966,104380,103879,103692
경기도,금융 및 보험업(64~66),1 - 4명,사업체수,개,1540,1621,1591,1669,1749,1589,1680,1947,2051,2233
경기도,금융 및 보험업(64~66),1 - 4명,종사자수,명,3599,3878,3722,3987,4052,3656,3879,4403,4571,5067
경기도,금융 및 보험업(64~66),5 - 9명,사업체수,개,1626,1677,1770,1752,1727,1888,1776,1683,1822,1780
경기도,금융 및 보험업(64~66),5 - 9명,종사자수,명,11587,12077,12619,12425,12176,13193,12346,11669,12688,12183
경기도,금융 및 보험업(64~66),10 - 19명,사업체수,개,1811,1880,1927,1848,1867,1746,1903,1928,1870,1769
경기도,금융 및 보험업(64~66),10 - 19명,종사자수,명,23621,24386,25087,24199,24473,23008,25095,25375,24651,23482
경기도,금융 및 보험업(64~66),20 - 49명,사업체수,개,1139,1196,1230,1247,1214,1253,1303,1276,1142,1092
경기도,금융 및 보험업(64~66),20 - 49명,종사자수,명,36307,37769,39411,39927,38276,40602,41020,40151,35100,34069
경기도,금융 및 보험업(64~66),50 - 99명,사업체수,개,252,269,269,284,266,266,239,234,260,273
경기도,금융 및 보험업(64~66),50 - 99명,종사자수,명,16055,16849,16816,17450,16315,16372,15107,14798,16413,17412
경기도,금융 및 보험업(64~66),100 - 299명,사업체수,개,29,48,39,41,42,38,42,49,59,60
경기도,금융 및 보험업(64~66),100 - 299명,종사자수,명,4738,6477,5060,5945,6289,6059,6113,7624,9010,8882
경기도,금융 및 보험업(64~66),300 - 499명,사업체수,개,2,2,4,3,3,3,2,1,4,5
경기도,금융 및 보험업(64~66),300 - 499명,종사자수,명,0,0,1675,1019,1059,1044,0,0,1446,2082
경기도,금융 및 보험업(64~66),500 - 999명,사업체수,개,3,2,1,1,1,2,1,0,0,1
경기도,금융 및 보험업(64~66),500 - 999명,종사자수,명,2092,0,0,0,0,0,0,0,0,0
경기도,금융 및 보험업(64~66),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
경기도,금융 및 보험업(64~66),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
경기도,부동산업(68),계,사업체수,개,31657,32263,32158,31820,32668,32818,35972,38130,41103,43792
경기도,부동산업(68),계,종사자수,명,102455,100040,101124,101494,102768,104362,111873,113123,122637,130321
경기도,부동산업(68),1 - 4명,사업체수,개,26829,27376,27150,26813,27413,27337,30181,32319,34869,37020
경기도,부동산업(68),1 - 4명,종사자수,명,43247,44335,43988,43527,44676,44956,50090,52613,55977,58227
경기도,부동산업(68),5 - 9명,사업체수,개,3059,3163,3277,3224,3566,3789,3986,4071,4347,4745
경기도,부동산업(68),5 - 9명,종사자수,명,19838,20618,21152,20689,22814,24134,25459,25958,27845,28821
경기도,부동산업(68),10 - 19명,사업체수,개,1273,1240,1271,1283,1229,1232,1320,1280,1368,1493
경기도,부동산업(68),10 - 19명,종사자수,명,16573,15954,16394,16539,15854,15896,16950,16163,17180,18202
경기도,부동산업(68),20 - 49명,사업체수,개,432,430,396,423,398,379,407,379,438,425
경기도,부동산업(68),20 - 49명,종사자수,명,12237,12066,10978,11676,11291,10719,11596,10755,12515,11871
경기도,부동산업(68),50 - 99명,사업체수,개,49,40,44,55,39,58,54,55,43,71
경기도,부동산업(68),50 - 99명,종사자수,명,3278,2625,2987,3625,2577,3840,3724,3572,2726,4610
경기도,부동산업(68),100 - 299명,사업체수,개,8,10,17,19,21,20,21,23,35,32
경기도,부동산업(68),100 - 299명,종사자수,명,1115,1616,2557,3330,3353,2810,2807,2790,4857,4664
경기도,부동산업(68),300 - 499명,사업체수,개,3,3,2,2,1,2,3,2,1,4
경기도,부동산업(68),300 - 499명,종사자수,명,1186,1116,0,0,0,0,1247,0,0,1635
경기도,부동산업(68),500 - 999명,사업체수,개,2,0,0,0,0,0,0,1,2,1
경기도,부동산업(68),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
경기도,부동산업(68),1000명 이상,사업체수,개,2,1,1,1,1,1,0,0,0,1
경기도,부동산업(68),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
경기도,"전문, 과학 및 기술 서비스업(70~73)",계,사업체수,개,12984,14005,15230,15986,17442,18436,18989,19552,21528,23241
경기도,"전문, 과학 및 기술 서비스업(70~73)",계,종사자수,명,165523,155370,160649,195975,215627,230445,235148,239956,260658,273434
경기도,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,사업체수,개,7840,8590,9519,9834,10854,11371,11732,11986,13302,14908
경기도,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,종사자수,명,18658,20457,21839,22263,24242,25560,26323,26352,28836,32551
경기도,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,사업체수,개,3009,3153,3473,3665,4015,4224,4328,4538,5050,5037
경기도,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,종사자수,명,19101,20349,22101,23103,25463,26712,27989,29033,32283,31037
경기도,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,사업체수,개,1110,1197,1160,1292,1361,1542,1595,1652,1702,1747
경기도,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,종사자수,명,14622,15734,15244,16932,17737,20174,20520,21487,21911,22940
경기도,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,사업체수,개,641,694,680,766,785,828,836,855,939,974
경기도,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,종사자수,명,19221,20780,20514,22847,23466,24844,25120,25547,27644,28826
경기도,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,사업체수,개,201,184,211,224,226,242,258,286,284,314
경기도,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,종사자수,명,13613,12656,14791,15657,15433,16490,17356,19248,18809,21234
경기도,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,사업체수,개,137,140,132,146,140,163,167,164,182,188
경기도,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,종사자수,명,23389,24039,21785,23636,22660,26562,26246,27078,30226,30973
경기도,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,사업체수,개,22,20,32,33,33,29,35,36,35,36
경기도,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,종사자수,명,8372,7512,12112,12584,12843,10908,12956,13820,13321,13802
경기도,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,사업체수,개,11,17,15,15,14,21,23,24,24,25
경기도,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,종사자수,명,8160,12082,10399,11242,9858,13866,14897,16118,16501,16839
경기도,"전문, 과학 및 기술 서비스업(70~73)",1000명 이상,사업체수,개,13,10,8,11,14,16,15,11,10,12
경기도,"전문, 과학 및 기술 서비스업(70~73)",1000명 이상,종사자수,명,40387,21761,21864,47711,63925,65329,63741,61273,71127,75232
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,사업체수,개,9486,10392,11004,11710,12943,13161,13348,13708,14535,15159
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,종사자수,명,128719,145062,154643,183351,189495,203725,200546,207712,213523,217284
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,사업체수,개,6418,6797,7274,7444,8392,8304,8651,8948,9553,10236
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,종사자수,명,12841,13806,14599,15019,16868,16594,17159,17437,18448,23600
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,사업체수,개,1028,1251,1379,1627,1791,1871,1887,1909,2071,2145
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,종사자수,명,6678,8140,8927,10383,11409,12061,12031,12199,13310,14644
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,사업체수,개,754,913,808,904,990,1086,1043,1098,1182,1152
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,종사자수,명,10211,12363,10880,12324,13357,14854,14166,14918,16032,15908
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,사업체수,개,768,885,890,1066,1086,1143,1074,1067,1031,954
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,종사자수,명,22760,26807,26704,32297,32669,34461,32053,31777,30101,28477
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,사업체수,개,299,289,355,351,361,403,347,352,341,337
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,종사자수,명,20482,19577,24251,23847,24682,27349,23078,23651,22734,23014
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,사업체수,개,170,198,242,242,247,262,248,237,261,243
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,종사자수,명,27257,30848,38517,39776,41642,42503,40140,40405,43235,40950
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,사업체수,개,28,35,36,39,41,57,55,49,45,40
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,종사자수,명,10089,12539,12946,14558,15584,21745,20975,18499,17255,15598
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,사업체수,개,18,18,14,27,27,27,34,36,38,38
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,종사자수,명,12452,11874,8712,16868,19015,18359,23449,24481,25345,25823
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,사업체수,개,3,6,6,10,8,8,9,12,13,14
경기도,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,종사자수,명,5949,9108,9107,18279,14269,15799,17495,24345,27063,29270
경기도,"공공행정, 국방 및 사회보장 행정(84)",계,사업체수,개,1709,1716,1715,1720,1732,1802,1828,1842,1863,1880
경기도,"공공행정, 국방 및 사회보장 행정(84)",계,종사자수,명,111814,102387,99273,101137,102763,109236,110868,113016,119126,125943
경기도,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,사업체수,개,179,173,160,165,161,155,155,148,146,137
경기도,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,종사자수,명,314,321,292,335,383,368,355,351,344,324
경기도,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,사업체수,개,163,176,187,164,158,187,163,161,135,154
경기도,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,종사자수,명,1230,1351,1422,1262,1199,1423,1248,1232,1027,1157
경기도,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,사업체수,개,591,665,644,657,673,644,637,591,554,503
경기도,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,종사자수,명,8156,9233,9187,9405,9811,9404,9281,8586,8153,7406
경기도,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,사업체수,개,414,379,410,410,403,473,521,574,629,640
경기도,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,종사자수,명,12874,11479,12296,12237,11945,13692,15336,16843,18460,18587
경기도,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,사업체수,개,172,120,105,115,129,133,151,157,178,204
경기도,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,종사자수,명,11629,8290,7410,7986,8777,8928,10277,10491,12113,14287
경기도,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,사업체수,개,107,127,132,132,132,130,117,129,137,157
경기도,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,종사자수,명,18391,22309,22066,22134,22018,21871,19159,21742,23059,26118
경기도,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,사업체수,개,27,26,33,34,35,36,42,38,40,40
경기도,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,종사자수,명,10549,10051,12318,12580,13186,13717,16353,14699,15223,15687
경기도,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,사업체수,개,40,42,37,35,32,32,30,33,31,30
경기도,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,종사자수,명,26923,29141,25396,25462,24184,23702,22971,24263,22914,22133
경기도,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,사업체수,개,16,8,7,8,9,12,12,11,13,15
경기도,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,종사자수,명,21748,10212,8886,9736,11260,16131,15888,14809,17833,20244
경기도,교육 서비스업(85),계,사업체수,개,36736,37911,38531,39029,39822,40225,42039,43757,45488,46798
경기도,교육 서비스업(85),계,종사자수,명,323510,326302,336263,345317,347518,354110,355536,371525,383886,393038
경기도,교육 서비스업(85),1 - 4명,사업체수,개,27218,28266,28486,28683,29381,29379,30930,31592,32283,33578
경기도,교육 서비스업(85),1 - 4명,종사자수,명,52287,54578,54478,54380,55637,55005,57216,61393,62215,65720
경기도,교육 서비스업(85),5 - 9명,사업체수,개,4084,4190,4628,4840,4823,5003,5196,5970,6802,6890
경기도,교육 서비스업(85),5 - 9명,종사자수,명,26276,27259,29411,30649,30526,31571,32714,37564,42980,42922
경기도,교육 서비스업(85),10 - 19명,사업체수,개,2081,2159,2058,2036,2057,2138,2178,2316,2507,2355
경기도,교육 서비스업(85),10 - 19명,종사자수,명,27695,28686,27506,27094,27471,28764,29384,31121,33139,31831
경기도,교육 서비스업(85),20 - 49명,사업체수,개,1668,1610,1604,1667,1758,1874,1947,2046,1991,2016
경기도,교육 서비스업(85),20 - 49명,종사자수,명,51876,50724,50131,51655,55141,58228,60752,63817,62044,62248
경기도,교육 서비스업(85),50 - 99명,사업체수,개,1316,1324,1336,1387,1386,1427,1404,1417,1532,1549
경기도,교육 서비스업(85),50 - 99명,종사자수,명,94204,94813,96012,99359,99639,101099,99511,98786,108964,111254
경기도,교육 서비스업(85),100 - 299명,사업체수,개,327,318,375,369,367,356,335,366,321,354
경기도,교육 서비스업(85),100 - 299명,종사자수,명,41751,39326,46827,45547,44613,44311,41184,44942,38971,43008
경기도,교육 서비스업(85),300 - 499명,사업체수,개,20,20,19,20,19,20,21,23,24,24
경기도,교육 서비스업(85),300 - 499명,종사자수,명,7457,7660,7361,8313,7762,8238,8472,9488,9758,9279
경기도,교육 서비스업(85),500 - 999명,사업체수,개,14,16,15,18,23,18,18,18,19,24
경기도,교육 서비스업(85),500 - 999명,종사자수,명,9455,10214,9223,12564,15419,12627,11664,11839,12702,15419
경기도,교육 서비스업(85),1000명 이상,사업체수,개,8,8,10,9,8,10,10,9,9,8
경기도,교육 서비스업(85),1000명 이상,종사자수,명,12509,13042,15314,15756,11310,14267,14639,12575,13113,11357
경기도,보건업 및 사회복지 서비스업(86~87),계,사업체수,개,24385,26088,28379,29716,31330,30385,32897,33888,34409,35199
경기도,보건업 및 사회복지 서비스업(86~87),계,종사자수,명,219626,235972,261378,287551,311248,315073,355680,383865,412597,441605
경기도,보건업 및 사회복지 서비스업(86~87),1 - 4명,사업체수,개,13521,13891,13299,13718,14165,12887,12906,12319,11937,12287
경기도,보건업 및 사회복지 서비스업(86~87),1 - 4명,종사자수,명,43834,44989,42473,43547,45040,40489,39693,37951,36281,36951
경기도,보건업 및 사회복지 서비스업(86~87),5 - 9명,사업체수,개,6848,7821,10248,10607,11296,11412,12849,13705,13650,13666
경기도,보건업 및 사회복지 서비스업(86~87),5 - 9명,종사자수,명,43547,50430,63543,65824,70509,71484,81205,87249,87368,87834
경기도,보건업 및 사회복지 서비스업(86~87),10 - 19명,사업체수,개,2554,2802,3103,3402,3602,3786,4433,4788,5433,5502
경기도,보건업 및 사회복지 서비스업(86~87),10 - 19명,종사자수,명,32871,36176,40043,44161,47167,49805,58393,62741,71281,72857
경기도,보건업 및 사회복지 서비스업(86~87),20 - 49명,사업체수,개,953,1044,1135,1299,1495,1484,1769,2059,2251,2489
경기도,보건업 및 사회복지 서비스업(86~87),20 - 49명,종사자수,명,28474,31241,34339,38897,44473,43773,52971,61137,67644,74311
경기도,보건업 및 사회복지 서비스업(86~87),50 - 99명,사업체수,개,355,366,416,465,534,558,644,695,788,837
경기도,보건업 및 사회복지 서비스업(86~87),50 - 99명,종사자수,명,24171,24490,28354,32164,36197,38543,43797,47553,54194,56617
경기도,보건업 및 사회복지 서비스업(86~87),100 - 299명,사업체수,개,123,132,143,187,197,216,250,271,299,352
경기도,보건업 및 사회복지 서비스업(86~87),100 - 299명,종사자수,명,18268,19222,21058,28101,30480,33461,38670,41966,48440,55941
경기도,보건업 및 사회복지 서비스업(86~87),300 - 499명,사업체수,개,10,8,10,12,14,17,19,22,22,30
경기도,보건업 및 사회복지 서비스업(86~87),300 - 499명,종사자수,명,4164,2994,3581,4342,5099,6131,6920,8133,8572,11304
경기도,보건업 및 사회복지 서비스업(86~87),500 - 999명,사업체수,개,7,9,10,11,10,9,12,12,12,18
경기도,보건업 및 사회복지 서비스업(86~87),500 - 999명,종사자수,명,4886,5664,6187,7232,6050,5831,8255,7851,7925,11509
경기도,보건업 및 사회복지 서비스업(86~87),1000명 이상,사업체수,개,14,15,15,15,17,16,15,17,17,18
경기도,보건업 및 사회복지 서비스업(86~87),1000명 이상,종사자수,명,19411,20766,21800,23283,26233,25556,25776,29284,30892,34281
경기도,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,사업체수,개,22107,22799,23010,22962,23059,22357,24999,27508,28561,29701
경기도,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,종사자수,명,76580,82238,85536,89265,90462,91396,100326,106875,112954,116150
경기도,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,사업체수,개,20644,20973,20772,20494,20452,19660,21778,23864,24488,25528
경기도,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,종사자수,명,37605,38608,37709,37306,37184,35911,40145,42554,43904,46414
