Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guyana,GUY,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,11.44619602,11.92718142,11.54997008,12.14736143,13.95627433,15.00689655,15.20061728,15.65953445,15.21218716,15.86442038,16.97162061,18.02871831,19.50609044,24.76736973,16.98963025,19.61263158,28.17533668,25.78465369,23.34937288,26.24236483,24.20424403,29.05447896,25.79529737,27.11171662,18.09981851,18.05128205,31.47465583,27.39568266,28.10536801,16.46660212,13.61634205,14.92326669,16.75118757,15.1968742,15.4916245,15.00628662,16.21351183,17.53744962,18.43743647,18.97602483,24.67210605,25.08069478,25.72755157,28.00870585,27.1793843,26.914049,,,,,,,,,,,,,,,
High income,HIC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,15.95038171,16.314387,16.33654596,16.08117246,16.60246358,17.70155956,17.35494108,17.24347753,17.1331337,16.92257845,17.31258281,17.64478671,18.09195325,18.0449859,17.65112078,17.70145647,17.70684276,17.65162062,17.25962272,17.12413587,17.33182703,17.87326881,17.93696706,17.81199464,17.50844781,17.25655164,17.10686252,16.8663557,16.82292253,16.88162763,16.79213863,17.15861161,17.58275643,17.78060414,17.617984,17.56529007,17.46644241,17.3829573,17.90024476,19.20536188,18.98182739,18.64689263,18.46822827,18.34038002,18.18077905,18.04349652,17.98217192,17.7734207,17.77405015,17.58961118,
"Hong Kong SAR, China",HKG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.819183309,6.317907445,5.732704041,5.447396183,5.4256393,5.174514441,5.699481865,6.022617124,6.199721769,5.772495756,5.656539427,5.254675612,5.29599851,5.190311419,5.82557155,5.995281212,5.445246691,5.579662682,5.699330862,5.507094622,5.620426267,6.823445368,7.239611234,7.390890138,6.780741397,7.005407582,6.978862803,6.280112471,6.114882551,6.329231882,6.836644105,7.128505778,7.624174544,7.476289191,7.541848877,8.026945343,8.144330815,8.043869162,9.024718785,9.611989928,9.367768697,10.20374797,10.63552297,10.99310956,10.35377984,9.246065327,8.769542176,8.418385273,8.668704359,9.191650419,8.859323595,8.711455054,9.096938282,9.286420787,9.478563101,9.642869056,9.957003547,9.831111265,9.926702575,10.78013274,
Honduras,HND,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,11.06807687,11.52442448,10.74145712,10.70209654,11.17067834,10.04620073,10.35548686,10.04848688,9.956709957,11.11526863,11.47994467,11.96990424,12.01743537,10.19178138,11.69647173,12.36654804,12.90801235,12.48876947,,,,,,,,,,,,,,,,,,,,,,,13.40847337,14.68741054,14.97554321,14.9208292,15.01075801,15.5226142,15.00378112,16.60237396,17.11482759,18.69973827,17.92643157,16.06436839,16.20178304,16.73381325,15.33231155,14.30524677,14.11393609,13.49841646,13.59657845,13.48606334,
Heavily indebted poor countries (HIPC),HPC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,13.46876043,14.46658878,14.54929762,,,,,,,,,,,,,,,,,,,,,13.55882605,13.63763601,14.0385695,14.0130192,12.5906986,11.04645749,10.97662736,11.37269449,11.68149084,11.3374664,11.55064367,12.01207403,12.15942598,12.81585533,13.27241362,13.00180135,12.29994428,12.64706529,11.96525625,12.06808244,11.43291674,12.18109399,11.40982194,11.5813383,11.6283291,11.43300835,11.62939623,11.26273303,11.06001907,11.00786325,
Croatia,HRV,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9067976,22.43685795,21.72363078,22.68000321,23.54624308,21.55155408,19.43308991,19.1182417,18.55370557,18.60392131,18.49475083,18.4376301,19.23952873,18.8091574,20.65185919,20.60600292,20.74203039,20.74065368,20.51647194,20.9220704,20.12164551,19.59425801,19.48227693,19.5144647,19.72968297,
Haiti,HTI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.926872971,7.322910059,7.961065615,8.024243469,7.436171667,6.579702766,7.055589535,7.603668187,8.180497956,7.187877486,7.401817133,6.552416723,7.439534509,7.391752012,7.848381506,8.25363057,8.416277927,8.386387934,8.490235137,7.534520834,
Hungary,HUN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.91924024,25.75103304,27.72710912,25.47385387,22.86957745,21.63329147,21.25536529,20.91576239,21.25725647,21.19729043,21.08325378,21.8644478,23.00937853,22.05592923,22.16768622,22.01740076,20.81108209,21.39961749,22.07132335,21.44238309,20.6238296,20.00860639,19.76271437,20.03267467,19.72962832,19.98274802,20.16889168,19.64975879,19.64518308,
IBRD only,IBD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,11.04048428,11.82499847,10.88691688,11.52123017,10.97583254,10.70760696,11.07657393,10.56661087,10.70834738,10.95289236,11.10119263,11.71798172,11.76507629,11.36926127,11.46481643,11.97761146,12.30543125,12.01403586,12.37576851,12.50197258,12.36093274,12.39807444,12.61881517,12.5867602,12.60189861,12.55895878,12.66340204,12.17453332,12.32675424,13.04578258,13.60503048,13.30548783,13.12474357,13.95691244,13.47086507,13.84587937,13.62015821,14.27112189,14.62244377,14.83805258,14.79147048,15.03190148,14.98739315,14.61160933,14.1393331,14.14532732,14.12758255,14.04022221,14.13720273,15.20094442,14.68287113,14.66935309,14.93228515,15.11653485,15.15260043,15.49350092,15.65431379,15.54558229,15.51108055,15.74176577,
IDA & IBRD total,IBT,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.9993629,11.76129624,10.86782883,11.48767123,10.9994139,10.76311314,11.20860815,10.67740908,10.83881468,11.07938,11.21916621,11.80197947,11.86218308,11.41597042,11.47575903,11.98879224,12.30068501,12.02284377,12.38144611,12.52269974,12.39592645,12.23698533,12.42970158,12.41352123,12.44013774,12.42305149,12.53799115,12.07389089,12.20554175,12.9032615,13.42762909,13.1335028,13.02475724,13.79433409,13.2779819,13.60202446,13.38873721,13.98169523,14.3191604,14.50622433,14.46830247,14.69370364,14.66635487,14.3165087,13.918401,13.90077899,13.89429152,13.87216706,13.9581283,14.96914431,14.44781937,14.43658653,14.68259121,14.86640293,14.894489,15.18936468,15.34395591,15.21907887,15.21223891,15.42089468,
IDA total,IDA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,9.538319669,9.351872389,9.594947996,9.824963201,10.22345779,10.51752355,10.41233238,10.02218607,10.27605612,10.19266095,10.0330865,11.28238083,10.99964799,10.024102,9.351598866,9.355036382,8.939238812,9.035289279,8.725037689,8.997433825,8.943056732,9.232449698,9.32162501,10.17974522,9.727968328,9.904480397,11.0073236,10.77054795,10.86008502,10.54771401,10.68711441,10.6541575,10.83690977,10.74356367,10.38410003,10.39431896,9.983220495,10.2663589,9.772963871,
IDA blend,IDB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,7.405040808,7.647964785,8.02537641,8.212330507,8.161192375,8.711959173,8.86490735,9.496228864,9.738671324,9.258874657,8.899698209,11.10637139,10.69217606,9.450937867,9.07316628,9.224252055,8.386862941,8.429824164,7.986354378,8.028099544,7.792398068,7.943765062,7.594716281,8.796654697,8.16322565,9.188773335,11.07269568,11.08742305,11.12260826,10.85362777,10.53605073,10.67921949,10.35099081,10.02397304,9.923347984,9.746730996,9.136593449,9.867842329,9.788111189,
Indonesia,IDN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,11.55817529,11.78472665,6.239233016,7.114809274,7.124132614,5.608603965,8.800253245,7.372021703,7.459340869,7.321559971,8.77245509,9.286492375,9.070990359,10.60206711,7.853940979,9.916551315,10.28338301,10.92700427,11.68952783,11.65762176,10.3160475,10.71297684,11.45631752,10.9600584,10.47776803,12.0354769,11.24247776,9.424605162,8.97633296,9.389375942,9.534441188,9.13808825,9.51626588,9.023312202,8.114181451,7.829064049,7.566958586,6.842805066,5.693507793,6.604456942,6.531994973,6.88905937,7.257458338,8.129486264,8.321868006,8.109507721,8.627168802,8.346469679,8.42378092,9.589178147,9.005914993,9.05867718,9.248788371,9.517719963,9.425025719,9.74941377,9.52781009,9.120571152,9.007851715,8.752598807,
IDA only,IDX,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48452526,11.34126721,10.63639511,9.64903959,9.494749143,9.528770456,9.681481233,9.513408813,9.983348697,10.11339756,10.52861413,11.05855709,11.57036791,11.27626947,10.61550833,10.94239813,10.42684788,10.57533794,10.25728839,10.82264765,10.63160525,11.27293331,11.3871721,10.79663307,10.98454795,10.76303793,10.65759434,9.756748358,
Isle of Man,IMN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,6.573491989,6.894665731,7.779581989,8.705040986,8.042522933,8.787682235,8.506790168,8.121171791,8.398192366,8.549685001,8.947244134,9.673793144,9.334214959,8.407361533,8.640640884,9.487656216,9.779753316,9.209771941,9.439608621,9.894732025,9.651880609,9.626165893,10.17257278,10.09112099,10.35591089,10.93019263,11.55025711,11.92901342,11.60436023,11.5637623,11.2854919,11.07872625,10.91504648,11.00266504,10.43581347,10.54026752,10.33088968,11.0287262,11.90988981,12.17548961,11.94783547,11.76144989,11.31409507,10.87620991,10.40470235,10.3661402,9.802470468,9.862115728,10.53848116,11.45966742,11.00760787,11.08445721,10.68385623,10.29516014,10.44085681,10.42829069,10.30854808,10.75028584,11.09171105,12.02850005,
Not classified,INX,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,16.31270757,16.97916201,17.07371603,17.43439694,19.12892668,20.71582366,20.09156965,18.99901579,19.05190115,20.13595132,22.13338929,22.16270114,22.02361487,21.53285366,20.81781899,20.66584042,20.90109386,19.72145131,17.97541823,16.69329013,17.1790207,18.17259051,18.56914303,18.36327691,18.18432552,17.23665733,16.58827595,16.0996651,15.49721046,14.94421832,14.68511267,15.36151853,15.78925721,16.03752873,16.14086792,16.03139298,16.22600543,16.87343015,18.79131159,20.1366734,18.78842678,18.3377491,17.67935899,16.94712901,16.04868609,12.2501386,12.31425039,11.98336812,11.90030413,11.95139598,
"Iran, Islamic Rep.",IRN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.517141,10.46704184,10.27778419,11.11099914,12.50286357,14.36188658,14.82949854,15.25153083,15.75821466,16.72232253,17.39388663,18.6830846,19.2261386,17.27659572,21.07823018,23.84220055,21.43250594,20.34540688,23.32209532,19.76144566,21.02873387,21.45146928,18.4845562,16.23611099,15.11263954,15.90489432,15.24498824,14.35018762,15.03398433,11.98083033,10.84637428,10.27625687,9.714635564,14.23090682,14.35351742,14.25148419,12.36812976,11.59272637,13.04910671,11.81629721,12.93211409,12.87156292,11.7171068,11.41952122,11.23630349,12.07624287,12.46592046,9.477097137,10.05271212,11.18231995,10.80454017,9.622586005,9.458542035,9.236952535,10.276147,12.69526805,13.32235181,13.42938024,12.24872926,11.60836037,
Iraq,IRQ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,23.52589811,23.55825527,25.40343191,27.35339506,23.01743656,21.21128249,22.0694259,18.34010447,19.72495368,14.74228097,15.54274699,30.37129084,35.14200099,43.38245781,34.28722622,29.52210927,35.85039585,32.2375,32.21457169,29.35186864,10.98227137,16.56780899,7.550621849,4.90345158,2.57697251,2.331686935,2.44204186,8.524108695,17.63769063,11.25869482,11.83871535,15.70629256,19.306199,12.27479534,25.56373683,19.96827339,15.67609018,18.7262408,16.64638706,21.06329294,18.92638519,17.05048986,16.5978874,21,18.1,22.99777091,22.93165971,22.17203509,21.59253252,23.64243866,
Iceland,ISL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,13.24653111,13.68967409,15.18382734,14.70019509,16.34802721,16.72964333,15.94373907,16.05999003,17.02814995,17.58158918,16.95258262,17.25673184,18.14885491,18.22704826,16.74697063,17.65033461,18.0707435,18.8786741,19.93591265,19.29567001,19.1583324,19.77888287,20.37697288,20.85700477,20.74068412,21.21299792,21.12365396,20.75924576,21.17467754,22.00341175,22.49589754,22.67766967,24.32817905,25.06746197,24.03052432,23.78039866,23.67144922,23.07491863,23.67325285,24.97305709,24.68374999,24.65910859,24.43577105,24.1005005,23.93569565,23.33316287,22.90958974,23.47982378,24.02033386,24.34331578,
Israel,ISR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,36.3336475,34.11284336,30.94832482,40.98108227,38.71016923,41.96583045,38.5593568,35.23203121,36.72780427,34.18931688,36.89687796,38.25234092,34.31338031,31.56707323,34.38075852,32.37429659,27.36235823,29.93101688,28.19766372,26.69848149,27.251831,26.57249009,25.24946372,25.30679037,25.07898888,26.39633022,26.84001754,26.4524929,25.95403498,25.48834884,24.26443362,25.46966644,26.81324167,26.01011055,24.63691128,24.19609204,23.88110344,22.9573967,22.91913938,22.81491578,22.65981946,22.48138285,22.77974908,22.74482363,22.66510472,22.43290641,22.31671188,22.52905043,22.85608813,22.58880918,
Italy,ITA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,15.03445743,16.43528033,17.0167555,16.33582042,15.52119626,15.9654599,15.38522293,15.683243,16.26425864,16.34283166,16.54971329,17.86757912,17.94134536,18.33869904,18.13500099,18.2832969,17.97792228,18.70608631,19.10174453,18.91136535,19.60304248,19.69142817,19.53040941,19.38241068,18.691949,17.43477719,17.6164843,17.6828589,17.52846562,17.54721421,17.73602191,18.39983351,18.54599885,18.97542771,19.15935824,19.61449358,19.48377483,19.02764596,19.55993878,20.6786356,20.55298417,19.8160334,19.80806333,19.80720772,19.53901351,19.11034189,19.02656631,18.83009074,18.88656593,18.72052307,
Jamaica,JAM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.162710814,7.302238184,7.901479695,8.121624711,8.110931779,8.194124424,7.990809293,8.804426269,9.455270151,10.33544878,11.72902885,12.40642545,13.69606004,16.29164486,17.88162282,18.34717806,20.84631438,20.72910743,20.06475036,19.27705213,20.24260962,20.63351674,21.95292318,20.10810616,16.47165713,14.89082806,14.25214017,13.84773841,14.36174842,12.92284927,13.03616279,11.60153861,,10.5141392,9.311929403,9.999221278,11.91985659,13.47818923,14.67749368,13.56323959,13.95777199,14.25696876,14.72814017,14.21590053,12.88566331,14.21125385,13.88983803,14.88756052,16.20602259,16.5386453,16.12006097,15.80484274,16.2770541,15.50211113,14.51977174,13.81720871,13.84113347,13.38517306,13.47298248,13.47298248,
Jordan,JOR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,33.50960691,27.11471611,29.46944933,34.31043257,29.20673077,31.50410713,28.96539184,26.49725736,27.99392575,26.98210919,25.28472655,25.65627164,25.71976396,25.51379076,24.04568267,25.08451657,21.896386,22.08641811,22.61427747,23.57148587,24.51240498,25.54720806,24.36789598,24.00083272,23.69949165,22.91725427,22.69074563,23.18528299,21.29735565,19.53085676,20.63911043,20.60272236,16.30906274,18.57687871,17.08825906,17.81226932,16.96630814,16.2147713,16.1765863,15.82173403,15.31436796,15.22331109,15.30567228,15.03135947,
Japan,JPN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,11.1154899,11.89132404,12.19050857,12.40265734,13.62631135,15.00238186,14.72904004,14.68763328,14.44152148,14.49355782,14.66452758,14.684186,14.79924411,14.85120921,14.60663788,14.27791397,14.19510151,14.11948656,13.70559601,13.57410526,13.54575587,13.59948754,13.99668482,14.61855758,15.0285811,15.36179398,15.44825676,15.59954507,15.96413861,16.52190948,16.8520389,17.53468896,18.12713208,18.19335907,18.10292968,18.11722144,17.95290272,17.94561173,18.35944259,19.63464835,19.49160384,20.18778674,20.25243799,20.1657632,20.15303303,19.81802673,19.90055966,19.62033525,19.80081352,,
Kazakhstan,KAZ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20066335,13.89690413,10.68177868,13.58209014,12.91114524,12.3806733,10.78139013,11.54069146,12.07678398,13.41405583,11.60950495,11.25754728,11.61450258,11.24852885,10.18086221,11.05392273,10.18849332,11.66292609,10.81234472,10.4758481,11.5216031,10.17335661,10.68967628,11.63272615,11.63085341,10.53593296,8.321204428,9.132161576,
Kenya,KEN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.95914958,12.02860488,11.60011948,11.47088055,13.84917666,14.84287734,13.72926019,14.12994094,15.20731606,16.43467409,16.25746516,17.98028781,17.63220834,16.45223728,17.03591968,18.32539901,17.4601025,17.20522609,19.51476536,19.19577719,19.80337526,18.58875129,18.43303278,18.42165438,17.38183334,17.46029227,18.31956697,18.56875563,18.40578922,18.05660779,18.6424309,16.77134566,15.68227259,14.47996549,15.15492631,14.84292105,15.18056739,15.53615219,16.24996092,15.75329665,15.05429226,15.97291175,17.07799991,18.13131858,17.86006596,17.38021155,14.3469988,14.62961147,15.67397942,15.21447169,14.16902915,14.01163418,13.85793476,14.13958429,13.89040846,14.08762813,12.93896589,12.90433092,13.0954777,13.05287279,
Kyrgyz Republic,KGZ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.80130293,21.9941349,19.73333333,25,21.83783784,21.36786726,20.28498329,18.90392039,19.53843581,18.51807533,17.29567844,17.85444716,19.12050714,20.04140293,17.47575575,18.61920633,16.83100556,18.17262617,17.50985142,17.98733042,17.10302563,17.52070169,18.43155029,18.12707124,18.22744293,20.10585197,18.44699106,17.47333377,17.7553733,17.43415086,17.13017203,17.16970011,16.80863951,
Cambodia,KHM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,18.83407912,19.11111003,20.34631878,19.60784095,19.34306495,16.11842007,16.56249906,17.50741944,16.35388717,16.06714712,22.55638955,,,,,,,,,,,,,,,,,,,,,,,4.491109789,6.933683501,5.841334127,5.749843143,5.450695658,4.804494136,4.943154789,5.198842085,5.29592179,5.442047894,5.260388817,4.48365412,4.070103745,3.460335507,5.730862562,5.634532192,6.162505464,6.344682164,6.019418186,5.782096548,5.612738352,5.493939062,5.397979837,5.209980457,5.123498321,4.926273171,4.806798236,
Kiribati,KIR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,27.80166962,26.90092684,15.798849,18.00033272,25.30023781,27.0011161,19.30126582,30.79364247,42.70882353,41.04166667,39.4875,37.95,32.71702128,36.15434783,34.61458333,36.06666667,32.97272727,38.23076923,37.70784314,37.99344262,38.52153846,,,,,,,,,,,,,,,,65.57677326,65.21623898,61.32324342,61.95512111,63.88207057,61.29414158,70.16497545,62.58544616,68.73957847,67.50873718,73.8764365,,
St. Kitts and Nevis,KNA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,14.23597214,13.27521628,13.5652982,10.53534925,8.207603288,8.950071567,9.677600908,9.871956883,10.15299191,9.917926839,9.894157191,10.18033741,10.46933946,8.883179853,9.605313093,11.09013999,10.80509646,10.68728135,9.911944185,9.829857757,11.90557104,12.07172165,11.78303478,11.11778625,10.55396717,10.6165118,10.2642306,9.984897015,9.915085959,10.75567334,10.97358247,10.75279682,11.060572,10.74895624,10.27548408,10.03936485,10.38983528,10.21027974,11.40300732,11.0764338,10.90000773,11.75504896,11.74164021,12.15204839,12.38732322,12.86225735,13.37064434,13.44286962,14.04856888,14.66063278,14.20483208,14.37265846,14.68586389,14.97654181,15.22522234,15.08352973,15.24002234,15.41897247,16.05172731,17.15938788,
Kuwait,KWT,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,13.2176235,13.81733021,15.48165138,15.14195584,15.36905966,13.57302933,12.5416133,13.56557377,13.37821832,7.31969597,11.05534812,11.25869209,14.47189755,14.44316769,11.16699351,11.17297478,14.21741206,19.27144598,21.15924508,20.93789967,22.40175878,26.9698495,22.03765814,26.27243342,25.39724691,38.74924631,76.22212525,55.54964463,35.86434765,33.92276561,32.19660089,27.2613505,26.62734748,30.50148612,26.86347427,21.47913192,23.63084112,25.27523727,22.99820567,19.85590893,15.71045895,13.89402603,14.00557387,13.39683694,18.47902362,17.13040219,14.87813596,15.05963388,16.38683109,17.75546669,24.1917658,25.70600532,24.42140916,22.65691032,,
Latin America & Caribbean (excluding high income),LAC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.74639484,10.70426248,9.9719904,10.46575843,9.540401244,9.412091167,9.872375496,9.904540435,9.791775069,9.706324205,10.42905275,10.56407938,10.56376778,10.70413656,10.4457041,11.28799715,11.11494304,10.59056798,10.88360773,10.84363894,10.45771247,10.78142078,11.06725476,10.44339844,9.539504752,10.20137588,10.64583467,10.50356623,10.61011093,11.74956116,13.25329254,12.82012536,12.68662161,13.815205,12.89467428,14.91728616,14.29990333,14.99661098,15.40463053,15.63157582,14.94069107,15.52804878,15.57499589,15.29911188,14.80241518,14.90937748,14.96974919,15.08708839,15.1966327,16.32501968,15.65323841,15.54357993,15.66348525,15.99870044,16.32774156,16.96836575,17.10300519,16.91750318,16.75488705,16.53839908,
Lao PDR,LAO,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,6.504065231,8.732394273,8.649289116,8.298319412,10.86030654,,,,,,,,,,,,6.461568948,6.487045792,8.903278243,7.658533448,7.745055558,8.165485589,7.572325789,7.916036684,7.772680812,13.3794242,11.89822412,11.56475262,13.41671378,17.07394676,15.18054866,15.10665451,13.97094291,,,,
Lebanon,LBN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07407325,18.87233459,14.00122446,14.00122446,11.97052996,12.58266787,12.37334761,14.37179492,17.03917526,16.6966232,16.94314152,17.26748655,17.596873,17.10307564,16.63418662,14.4495447,14.54114593,14.52554216,13.72455493,13.39917191,12.90891432,12.21987078,12.56874459,13.66366632,12.9192805,12.73799233,12.53181725,12.952485,13.18456873,15.31558156,15.88588403,
Liberia,LBR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.532231121,6.733200883,3.541434736,4.302887701,10.87634337,11.19636459,9.347220733,13.60973052,18.3261993,15.75466629,14.23686687,15.19283153,15.45260566,19.15232475,16.66765903,16.86332389,15.94349426,16.20149112,16.60539216,19.68198136,
Libya,LBY,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.39828955,26.45585124,28.87537994,22.84612087,22.61462827,22.31273408,23.83415435,23.55643508,26.20467744,18.5904351,18.44709723,19.01647287,15.67353529,12.49050416,13.1761072,11.30643286,10.71511676,11.92032471,9.943259086,,,,,,,,,,,,
St. Lucia,LCA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.73916859,10.68912628,10.04549807,10.49389708,9.630309102,9.556585326,10.00727621,10.05739441,9.951805527,9.884458374,10.65605465,10.88648256,10.90603475,10.91784207,10.80877978,11.6285934,11.38541416,10.90765446,11.16620026,11.10671284,10.68492389,11.0222591,11.41027837,10.7663826,9.894389202,10.46083288,10.88492563,10.6597567,10.71788948,11.76840815,13.15058307,12.73905172,12.59381591,13.6578416,12.79177697,14.68099474,14.16404648,14.79294738,15.16665978,15.41771346,14.7569768,15.30728015,15.36766752,15.08685765,14.57899033,14.66798376,14.69258765,14.80916144,14.94137408,16.05929737,15.41706462,15.29687334,15.40815719,15.72641292,16.049312,16.60855957,16.76623691,16.61895834,16.47529279,16.29268147,
Least developed countries: UN classification,LDC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.77989935,11.95716809,12.43483956,11.37867791,11.19167073,11.27366603,11.79402635,11.67578099,12.34501642,11.40430613,11.72886899,11.51467317,12.61719182,12.27374646,11.64163596,11.45069366,11.12617037,10.715569,9.759831923,
Low income,LIC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85686952,11.04704861,10.63358063,10.60682631,11.12606025,10.85566414,11.65963281,12.13864032,12.06996629,12.6803421,13.84551982,12.80454098,12.17239363,12.63673411,,,,12.12515524,,,,,,,,,
Liechtenstein,LIE,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,13.57734466,13.36763176,13.81374083,13.68384555,13.85840626,14.31222167,13.88988845,13.72136771,13.13800504,12.5780248,11.8779274,12.55516014,12.44179183,10.9541404,11.53927054,9.331376754,10.00231765,8.564287088,9.476151412,9.158760761,8.545402618,7.423092759,8.305286281,8.132334438,7.762803585,10.22263279,10.29675608,9.931731419,9.842689948,10.48469378,9.759652438,9.83845627,9.634055441,9.166174572,9.670790421,11.47158012,10.5478514,10.35592453,9.798268346,9.02841322,10.51091095,10.26298176,12.71884438,12.16054274,12.62979825,13.08868868,15.36193121,15.27221708,16.18316623,17.61111478,8.455846067,8.559484799,7.624776463,7.773916659,8.378020285,8.992685055,8.458973736,8.533891971,9.12324565,9.436436742,
Lower middle income,LMC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.326526737,9.513695414,9.708718205,10.46846161,10.32732733,10.77346084,11.15689702,10.69092977,11.06806214,11.28301221,11.27513841,11.89884763,11.9116804,10.71944854,10.63356474,11.49894405,11.75059785,11.25111418,11.34464813,11.38224589,11.06658143,10.35204526,10.63393442,10.54085232,10.5630993,10.97794527,11.52348605,11.79592703,11.74986575,11.72859366,11.53424804,11.12416555,11.35054561,11.43275525,11.16034839,11.18917204,11.07006605,11.70192558,11.99478566,11.72634964,11.4418384,11.59269822,11.36893025,11.1759917,10.87391926,10.72628205,10.5701574,10.86218715,11.17558687,12.09413855,11.61924807,11.80328404,11.81963798,11.70814104,11.73021674,11.76606315,11.61654809,11.56571973,11.67966693,11.97244777,
